###################################################################################################
#                                                                                     3.5.5-Miranda
#          
#......................................................................../  040-090Zr //   8.500000
#                                                                                 SYSTEM PARAMETERS
#            AtomicNum    MassNum
#    Target         40         90
#  Incident          1          2
#            Ecms[MeV]  Elab[MeV] ReduceMass WaveNumber
     Energy 8.3138e+00 8.5000e+00 1.9700e+00 8.8521e-01
#......................................................................../  040-090Zr //   8.500000
#                                                                           OPTICAL MODEL POTENTIAL
# OMP  0      V         Vs        Wv        Ws        Vso       Wso       Coul
      r[fm]   1.15027   0.00000   1.32725   1.36792   0.97200   0.00000      1.30
      a[fm]   0.77547   0.00000   0.40686   0.80885   1.01100   0.00000
 Depth[MeV]  95.51824   0.00000   1.62112  10.57560   7.11400   0.00000
#......................................................................../  040-090Zr //   8.500000
#                                                                      TOTAL REACTION CROSS SECTION
  Sigma[mb] 9.7701e+02
#......................................................................../  040-090Zr //   8.500000
#                                                                                      TARGET STATE
#           Excitation  Spin
  040-090Zr 0.0000e+00  0.0+
#......................................................................../  040-090Zr //   8.500000
#                                                                             COMPOUND NUCLEUS DATA
#              Z     A  MassExess    Ex(max) Separation     N-cont    N-level
  041-092Nb              -86.4537    19.1298                   169         65
      gamma  041-092Nb     0.0000                0.0000
    neutron  041-091Nb     8.0714                7.8866
     proton  040-091Zr     7.2890                5.8466
      alpha  039-088Y      2.4249                4.5799
   deuteron  040-090Zr    13.1358               10.8160
  041-091Nb              -86.6386    11.2432                    86         29
      gamma  041-091Nb     0.0000                0.0000
     proton  040-090Zr     7.2890                5.1540
      alpha  039-087Y      2.4249                6.0452
  040-091Zr              -87.8962    13.2832                    97         59
      gamma  040-091Zr     0.0000                0.0000
    neutron  040-090Zr     8.0714                7.1940
     proton  039-090Y      7.2890                8.6903
      alpha  038-087Sr     2.4249                5.4410
  039-088Y               -84.2988    14.5499                   126         35
      gamma  039-088Y      0.0000                0.0000
    neutron  039-087Y      8.0714                9.3518
     proton  038-087Sr     7.2890                6.7078
      alpha  037-084Rb     2.4249                6.9647
   deuteron  038-086Sr    13.1358               12.9114
  040-090Zr              -88.7736     8.3138                    35         42
      gamma  040-090Zr     0.0000                0.0000
      alpha  038-086Sr     2.4249                6.6753
  040-090Zr              -88.7736     6.0891                    13         42
      gamma  040-090Zr     0.0000                0.0000
  039-087Y               -83.0183     5.1980                    22         99
      gamma  039-087Y      0.0000                0.0000
  039-090Y               -86.4949     4.5928                    16         61
      gamma  039-090Y      0.0000                0.0000
  038-087Sr              -84.8800     7.8421                    39         99
      gamma  038-087Sr     0.0000                0.0000
      alpha  036-083Kr     2.4249                7.3149
  037-084Rb              -79.7590     7.5851                    64         27
      gamma  037-084Rb     0.0000                0.0000
     proton  036-083Kr     7.2890                7.0580
      alpha  035-080Br     2.4249                6.2949
  038-086Sr              -84.5232     1.6385                     0         37
      gamma  038-086Sr     0.0000                0.0000
  036-083Kr              -79.9900     0.5272                     0         17
      gamma  036-083Kr     0.0000                0.0000
  035-080Br              -75.8890     1.2903                     0         93
      gamma  035-080Br     0.0000                0.0000
#......................................................................../  040-090Zr //   8.500000
#                                                                          LEVEL DENSITY PARAMETERS
#                 a       Pairing     T          E0         Em         Sigma2     Eshell
  041-092Nb    12.2453     0.0000     0.9253    -1.6312     5.1704    13.2923  -3.573900
  041-091Nb    12.1054     1.2529     1.0160    -0.8377     7.2353    11.6164  -4.359300
  040-091Zr    12.1054     1.3643     0.8990    -0.0854     5.9606     8.6886  -3.624900
  039-088Y     11.6864     0.0000     0.9010    -1.3397     4.5291    10.0857  -3.266400
  040-090Zr    11.9656     2.2990     0.8649     1.6393     5.6319     8.5238  -4.553500
  039-087Y     11.5471     1.2662     1.0110    -1.6540     8.3051    11.7992  -2.154100
  039-090Y     11.9656     0.0000     0.6962     0.1775     0.6164     7.3279  -3.664300
  038-087Sr    11.5471     1.3877     0.9464    -0.4033     6.5801     7.4672  -3.168800
  037-084Rb    11.1299     0.0000     0.9205    -2.1007     5.6726    11.2963  -1.200700
#......................................................................../  040-090Zr //   8.500000
#                                                                       GIANT DIPOLE RESONANCE DATA
#          Energy[MeV] Width[MeV] Sigma0[mb]            Profile
         E1    16.5992     4.9798 195.832600                 GL
         M1     9.0821     4.0000   0.642783                 SL
         E2    13.9555     5.0060   2.173008                 SL
         M2     9.0821     4.0000   0.000514                 SL
         E3    13.9555     5.0060   0.001738                 SL
#......................................................................../  040-090Zr //   8.500000
#                                                                       SUM OF PRECOMPOUND EMISSION
#            041-092Nb      gamma    neutron     proton      alpha   deuteron
 SpcSum[mb]            0.0000e+00 1.2530e+02 4.0184e+01 5.5234e-01 1.6866e-03
 Emean[MeV]            0.0000e+00 5.2052e+00 8.0111e+00 1.1585e+01 3.2047e+00
#          
#           TotalPreEq   Compound   Fraction
  Sigma[mb] 1.6604e+02 9.7701e+02 1.6995e-01
#......................................................................../  040-090Zr //   8.500000
#                                                                          SUM SPECTRA FOR COMPOUND
#            041-092Nb      gamma    neutron     proton      alpha   deuteron
 SpcSum[mb]            1.8836e+00 7.7398e+02 3.4414e+01 2.3038e+00 9.7866e-02
 Emean[MeV]            5.0564e+00 1.7064e+00 6.0861e+00 1.1343e+01 5.6627e+00
#......................................................................../  040-090Zr //   8.500000
#                                                                   GAMMAS FROM DISCRETE TRANSITION
#           0 0 0 0 0 0             041-092Nb
#   Ex[MeV]     Jpi    FinalState  Branching Production    Egamma Production   T(1/2)[s]
 64  2.3110    2.0-                          8.1625e-04
                        1  0.1355     0.1667               2.1755 1.3604e-04
                        3  0.2857     0.1667               2.0253 1.3604e-04
                        9  1.0894     0.1667               1.2216 1.3604e-04
                       13  1.3455     0.1667               0.9655 1.3604e-04
                       22  1.4813     0.1667               0.8297 1.3604e-04
                       34  1.7382     0.1667               0.5728 1.3604e-04
 63  2.2940    3.0-                          8.9044e-04
                        1  0.1355     0.0769               2.1585 6.8496e-05
                        3  0.2857     0.0769               2.0083 6.8496e-05
                        6  0.4803     0.0769               1.8137 6.8496e-05
                       13  1.3455     0.0769               0.9485 6.8496e-05
                       20  1.4679     0.0769               0.8261 6.8496e-05
                       21  1.4728     0.0769               0.8212 6.8496e-05
                       25  1.5657     0.0769               0.7283 6.8496e-05
                       26  1.6070     0.0769               0.6870 6.8496e-05
                       27  1.6327     0.0769               0.6613 6.8496e-05
                       34  1.7382     0.0769               0.5558 6.8496e-05
                       35  1.7680     0.0769               0.5260 6.8496e-05
                       38  1.8310     0.0769               0.4630 6.8496e-05
                       47  2.0560     0.0769               0.2380 6.8496e-05
 62  2.2920    3.0-                          8.9277e-04
                        1  0.1355     0.0769               2.1565 6.8674e-05
                        3  0.2857     0.0769               2.0063 6.8674e-05
                        6  0.4803     0.0769               1.8117 6.8674e-05
                       13  1.3455     0.0769               0.9465 6.8674e-05
                       20  1.4679     0.0769               0.8241 6.8674e-05
                       21  1.4728     0.0769               0.8192 6.8674e-05
                       25  1.5657     0.0769               0.7263 6.8674e-05
                       26  1.6070     0.0769               0.6850 6.8674e-05
                       27  1.6327     0.0769               0.6593 6.8674e-05
                       34  1.7382     0.0769               0.5538 6.8674e-05
                       35  1.7680     0.0769               0.5240 6.8674e-05
                       38  1.8310     0.0769               0.4610 6.8674e-05
                       47  2.0560     0.0769               0.2360 6.8674e-05
 61  2.2871    9.0+                          4.9305e-04                       6.0000e-09
                        0  0.0000     1.0000               2.2871 4.9276e-04
 60  2.2710    4.0-                          1.0220e-03
                        3  0.2857     0.0526               1.9853 5.3790e-05
                        4  0.3574     0.0526               1.9136 5.3790e-05
                        6  0.4803     0.0526               1.7907 5.3790e-05
                       16  1.4062     0.0526               0.8648 5.3790e-05
                       17  1.4103     0.0526               0.8607 5.3790e-05
                       20  1.4679     0.0526               0.8031 5.3790e-05
                       21  1.4728     0.0526               0.7982 5.3790e-05
                       25  1.5657     0.0526               0.7053 5.3790e-05
                       26  1.6070     0.0526               0.6640 5.3790e-05
                       27  1.6327     0.0526               0.6383 5.3790e-05
                       29  1.6503     0.0526               0.6207 5.3790e-05
                       34  1.7382     0.0526               0.5328 5.3790e-05
                       35  1.7680     0.0526               0.5030 5.3790e-05
                       38  1.8310     0.0526               0.4400 5.3790e-05
                       45  1.9720     0.0526               0.2990 5.3790e-05
                       47  2.0560     0.0526               0.2150 5.3790e-05
                       50  2.1280     0.0526               0.1430 5.3790e-05
                       51  2.1420     0.0526               0.1290 5.3790e-05
                       57  2.2400     0.0526               0.0310 5.3790e-05
 59  2.2540    3.0-                          9.3827e-04
                        1  0.1355     0.0769               2.1185 7.2175e-05
                        3  0.2857     0.0769               1.9683 7.2175e-05
                        6  0.4803     0.0769               1.7737 7.2175e-05
                       13  1.3455     0.0769               0.9085 7.2175e-05
                       20  1.4679     0.0769               0.7861 7.2175e-05
                       21  1.4728     0.0769               0.7812 7.2175e-05
                       25  1.5657     0.0769               0.6883 7.2175e-05
                       26  1.6070     0.0769               0.6470 7.2175e-05
                       27  1.6327     0.0769               0.6213 7.2175e-05
                       34  1.7382     0.0769               0.5158 7.2175e-05
                       35  1.7680     0.0769               0.4860 7.2175e-05
                       38  1.8310     0.0769               0.4230 7.2175e-05
                       47  2.0560     0.0769               0.1980 7.2175e-05
 58  2.2430    7.0-                          5.6500e-04
                        0  0.0000     0.5000               2.2430 2.8250e-04
                        7  0.5013     0.5000               1.7417 2.8250e-04
 57  2.2400    5.0+                          8.6402e-04
                       15  1.3741     0.1111               0.8659 9.6002e-05
                       19  1.4227     0.1111               0.8173 9.6002e-05
                       23  1.5240     0.1111               0.7160 9.6002e-05
                       32  1.7170     0.1111               0.5230 9.6002e-05
                       33  1.7300     0.1111               0.5100 9.6002e-05
                       36  1.7790     0.1111               0.4610 9.6002e-05
                       37  1.8160     0.1111               0.4240 9.6002e-05
                       42  1.9070     0.1111               0.3330 9.6002e-05
                       43  1.9320     0.1111               0.3080 9.6002e-05
 56  2.2357   10.0-                          2.9037e-04                       6.0000e-09
                       49  2.0875     1.0000               0.1482 2.4608e-04
 55  2.2130    2.0-                          9.2202e-04
                        1  0.1355     0.1667               2.0775 1.5367e-04
                        3  0.2857     0.1667               1.9273 1.5367e-04
                        9  1.0894     0.1667               1.1236 1.5367e-04
                       13  1.3455     0.1667               0.8675 1.5367e-04
                       22  1.4813     0.1667               0.7317 1.5367e-04
                       34  1.7382     0.1667               0.4748 1.5367e-04
 54  2.2033   11.0-                          1.9426e-04                       1.6700e-07
                       49  2.0875     1.0000               0.1158 1.1563e-04
 53  2.1620    1.0-                          6.7235e-04
                        1  0.1355     0.2500               2.0265 1.6809e-04
                        9  1.0894     0.2500               1.0726 1.6809e-04
                       13  1.3455     0.2500               0.8165 1.6809e-04
                       22  1.4813     0.2500               0.6807 1.6809e-04
 52  2.1470    3.0-                          1.0812e-03
                        1  0.1355     0.0769               2.0115 8.3171e-05
                        3  0.2857     0.0769               1.8613 8.3171e-05
                        6  0.4803     0.0769               1.6667 8.3171e-05
                       13  1.3455     0.0769               0.8015 8.3171e-05
                       20  1.4679     0.0769               0.6791 8.3171e-05
                       21  1.4728     0.0769               0.6742 8.3171e-05
                       25  1.5657     0.0769               0.5813 8.3171e-05
                       26  1.6070     0.0769               0.5400 8.3171e-05
                       27  1.6327     0.0769               0.5143 8.3171e-05
                       34  1.7382     0.0769               0.4088 8.3171e-05
                       35  1.7680     0.0769               0.3790 8.3171e-05
                       38  1.8310     0.0769               0.3160 8.3171e-05
                       47  2.0560     0.0769               0.0910 8.3171e-05
 51  2.1420    5.0+                          9.7043e-04
                       15  1.3741     0.1111               0.7679 1.0783e-04
                       19  1.4227     0.1111               0.7193 1.0783e-04
                       23  1.5240     0.1111               0.6180 1.0783e-04
                       32  1.7170     0.1111               0.4250 1.0783e-04
                       33  1.7300     0.1111               0.4120 1.0783e-04
                       36  1.7790     0.1111               0.3630 1.0783e-04
                       37  1.8160     0.1111               0.3260 1.0783e-04
                       42  1.9070     0.1111               0.2350 1.0783e-04
                       43  1.9320     0.1111               0.2100 1.0783e-04
 50  2.1280    5.0+                          9.8689e-04
                       15  1.3741     0.1111               0.7539 1.0965e-04
                       19  1.4227     0.1111               0.7053 1.0965e-04
                       23  1.5240     0.1111               0.6040 1.0965e-04
                       32  1.7170     0.1111               0.4110 1.0965e-04
                       33  1.7300     0.1111               0.3980 1.0965e-04
                       36  1.7790     0.1111               0.3490 1.0965e-04
                       37  1.8160     0.1111               0.3120 1.0965e-04
                       42  1.9070     0.1111               0.2210 1.0965e-04
                       43  1.9320     0.1111               0.1960 1.0965e-04
 49  2.0875    9.0-                          1.0053e-03                       6.0000e-09
                       44  1.9453     0.0389               0.1422 2.9549e-05
                        7  0.5013     0.0123               1.5862 1.2398e-05
                        0  0.0000     0.9488               2.0875 9.5332e-04
 48  2.0820    7.0-                          7.3464e-04
                        0  0.0000     0.5000               2.0820 3.6732e-04
                        7  0.5013     0.5000               1.5807 3.6732e-04
 47  2.0560    4.0+                          1.4759e-03
                        5  0.3898     0.1000               1.6662 1.4759e-04
                       14  1.3740     0.1000               0.6820 1.4759e-04
                       15  1.3741     0.1000               0.6819 1.4759e-04
                       18  1.4150     0.1000               0.6410 1.4759e-04
                       19  1.4227     0.1000               0.6333 1.4759e-04
                       23  1.5240     0.1000               0.5320 1.4759e-04
                       32  1.7170     0.1000               0.3390 1.4759e-04
                       33  1.7300     0.1000               0.3260 1.4759e-04
                       41  1.8750     0.1000               0.1810 1.4759e-04
                       46  2.0330     0.1000               0.0230 1.4759e-04
 46  2.0330    3.0-                          1.4084e-03
                        1  0.1355     0.0833               1.8975 1.1737e-04
                        3  0.2857     0.0833               1.7473 1.1737e-04
                        6  0.4803     0.0833               1.5527 1.1737e-04
                       13  1.3455     0.0833               0.6875 1.1737e-04
                       20  1.4679     0.0833               0.5651 1.1737e-04
                       21  1.4728     0.0833               0.5602 1.1737e-04
                       25  1.5657     0.0833               0.4673 1.1737e-04
                       26  1.6070     0.0833               0.4260 1.1737e-04
                       27  1.6327     0.0833               0.4003 1.1737e-04
                       34  1.7382     0.0833               0.2948 1.1737e-04
